name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,product_id
"MOTOROLA e32s (Slate Gray, 4GB RAM 64GB Storage)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/710cIJ6P0cL._AC_UL320_.jpg,https://www.amazon.in/MOTOROLA-e32s-Slate-Gray-Storage/dp/B0B6JJN3Y7/ref=sr_1_5837?qid=1679134016&s=electronics&sr=1-5837,3.4,167,"₹9,810","₹12,999",5832
"realme Buds Q2 Bluetooth Truly Wireless in Ear Earbuds with Mic, Fast Charging & Up to 28Hrs Playtime (Grey)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51b4HBhB06L._AC_UL320_.jpg,https://www.amazon.in/realme-Active-Noise-Cancellation-Earphones/dp/B091G8TJ33/ref=sr_1_7660?qid=1679134123&s=electronics&sr=1-7660,3.9,"16,685",,,7655
"Apple 2020 MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, Fa...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71TPda7cwUL._AC_UL320_.jpg,https://www.amazon.in/Apple-MacBook-Chip-13-inch-256GB/dp/B08N5T6CZ6/ref=sr_1_6004?qid=1679134026&s=electronics&sr=1-6004,4.7,"4,299","₹85,990","₹99,900",5999
"Redmi K50i 5G (Phantom Blue, 8GB RAM, 256GB Storage)| Flagship Mediatek Dimensity 8100 Processor | 144Hz Liquid FFS Display","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/715rSRKUlLL._AC_UL320_.jpg,https://www.amazon.in/Redmi-Flagship-Mediatek-Dimensity-Processor/dp/B0B4DTG52W/ref=sr_1_4397?qid=1679133928&s=electronics&sr=1-4397,4.0,"7,756","₹26,999","₹35,999",4396
"Meyaar Compatible for AirPods Pro 2nd Generation Case Cover with Keychain, Soft Silicone Skin Case Cover Full Protective (...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51iSvn+H-xL._AC_UL320_.jpg,https://www.amazon.in/Meyaar-Compatible-Generation-Keychain-Protective/dp/B0BJ14SXDP/ref=sr_1_8172?qid=1679134155&s=electronics&sr=1-8172,3.3,64,₹299,₹999,8170
"Offbeat® Bluetooth 5.1 + 2.4 Ghz Wireless Gaming 7D Buttons Mouse, 3 DPI Modes 1600:2400:3200 mice for ipad, Mac Book, Tab...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51ZGWLHKQ2L._AC_UL320_.jpg,https://www.amazon.in/Offbeat%C2%AE-Bluetooth-Wireless-Gaming-Buttons/dp/B09WVPYMJ2/ref=sr_1_7052?qid=1679134087&s=electronics&sr=1-7052,4.2,175,"₹1,290","₹1,990",7047
Sheaffer K Style Ballpoint Refill (Medium) – Blue,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81pAxHiYVOL._AC_UL320_.jpg,https://www.amazon.in/Sheaffer-Medium-Point-Ballpoint-Refill/dp/B00007JQSR/ref=sr_1_9185?qid=1679134213&s=electronics&sr=1-9185,4.2,587,,₹210,9183
"Maxima New Samurai Smartwatch 1.85"", 1st Time Call Accept Feature, Hindi Language Support, 600Nits Brightness, Longer Batt...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/617T6t4ncuL._AC_UL320_.jpg,https://www.amazon.in/Maxima-Smartwatch-Language-Brightness-Multisport/dp/B0BRVBZWXV/ref=sr_1_7706?qid=1679134126&s=electronics&sr=1-7706,3.8,105,"₹1,499","₹5,999",7704
"AmazonBasics Bluetooth Speaker 5.0 Soundbar with 16W RMS, 2000mAh Battery, Upto 19 Hrs Playtime Aux/USB Port (Black)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71ppEGguYzL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Bluetooth-Speaker-Soundbar-Playtime/dp/B0BLNKY3NR/ref=sr_1_2251?qid=1679133793&s=electronics&sr=1-2251,3.9,279,"₹1,249","₹2,199",2246
"Newlike Silicone Samsung Galaxy A53 5G, [Bumper] Exclusive - Transparent Back Cover Clear Thin Case - for Samsung Galaxy A...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51dCacxV-CL._AC_UL320_.jpg,https://www.amazon.in/Newlike-Silicone-Samsung-Galaxy-Exclusive/dp/B09WVLR3XG/ref=sr_1_5779?qid=1679134013&s=electronics&sr=1-5779,4.2,110,₹249,₹999,5774
"Gizga Essentials Stylish Multi-Purpose Portable Laptop Table, Foldable Wooden Desk for Bed Tray, Laptop Table, Study Table...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51sb7-CHP9L._AC_UL320_.jpg,https://www.amazon.in/Gizga-Essentials-Multi-Purpose-Portable-Foldable/dp/B09RKCDVKQ/ref=sr_1_4232?qid=1679133918&s=electronics&sr=1-4232,3.8,116,₹599,"₹1,499",4229
Xiaomi Notebook Pro QHD+IPS AntiGlare Display Intel Core I5-11300H 11th Gen 14 Inch Thin & Light Laptop (16GB/512GB SSD/Ir...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71iiXU7HHkL._AC_UL320_.jpg,https://www.amazon.in/Notebook-Display-i5-11300H-Graphics-Fingerprint/dp/B098XL8VSM/ref=sr_1_9317?qid=1679134221&s=electronics&sr=1-9317,4.3,"1,741","₹59,990","₹74,999",9315
POPIO Tempered Glass Screen Protector Compatible for Samsung Galaxy A52 / Samsung Galaxy A52s (Black) with Edge to Edge Co...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71VZUd7438L._AC_UL320_.jpg,https://www.amazon.in/POPIO-Tempered-Protector-Compatible-Installation/dp/B097D56394/ref=sr_1_9526?qid=1679134232&s=electronics&sr=1-9526,4.1,706,₹251,₹599,9524
"Redragon ARES H120 Gaming Headset with Microphone for PC, Wired Over Ear PC Gaming Headphone with Mic Built-in Noise Reduc...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/615w9FdRJDL._AC_UL320_.jpg,https://www.amazon.in/Redragon-H120-Gaming-Headset-Microphone/dp/B07JLFFTY1/ref=sr_1_4251?qid=1679133918&s=electronics&sr=1-4251,3.7,"2,903",₹499,₹990,4246
Storite 3.5mm Jack 1 Male to 2 Female Stereo Headphone Earphone Jack Y Splitter Audio Auxiliary Adapter Cable (Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81CMJlcqd0L._AC_UL320_.jpg,https://www.amazon.in/Storite-3-5mm-Headphone-Earphone-Splitter/dp/B00LUNM5QS/ref=sr_1_4907?qid=1679133959&s=electronics&sr=1-4907,3.8,"3,375",₹229,₹699,4905
"SENS EDYSON 1 Smartwatch with 1.7 Display, BT Calling, AI Voice Assistant, 150+ Watch Faces & Free Additional Strap (Matte...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61VoBtOYSZL._AC_UL320_.jpg,https://www.amazon.in/SENS-Smartwatch-Display-Assistant-Additional/dp/B0BDGMPPH9/ref=sr_1_9202?qid=1679134214&s=electronics&sr=1-9202,4.0,419,"₹1,699","₹6,999",9200
"Canon imageCLASS LBP6030B Single-Function Laser Monochrome Printer (Black), Standard","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/516fkjLEVrL._AC_UL320_.jpg,https://www.amazon.in/Canon-LBP6030B-Image-Class-Printer/dp/B00PDEVQ8I/ref=sr_1_7824?qid=1679134133&s=electronics&sr=1-7824,4.1,418,"₹11,349","₹12,995",7822
SKYVIK TRUHOLD AC Airvent Magnetic Car Mobile Phone Holder-Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71GOo0yOg3L._AC_UL320_.jpg,https://www.amazon.in/SKYVIK-TRUHOLD-Airvent-Magnetic-Mobile/dp/B07RX7551L/ref=sr_1_2466?qid=1679133807&s=electronics&sr=1-2466,4.2,"2,771",₹599,"₹1,999",2464
"Ant Esports KM500W Gaming Backlit Keyboard and Mouse Combo, LED Wired Gaming Keyboard, Ergonomic & Wrist Rest Keyboard, Pr...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61Un-u1cUSL._AC_UL320_.jpg,https://www.amazon.in/Ant-Esports-KM500W-Ergonomic-Programmable/dp/B081Q8PSKC/ref=sr_1_5044?qid=1679133967&s=electronics&sr=1-5044,4.2,"4,179","₹1,199","₹1,999",5042
"Lenovo Legion M200 RGB Gaming Wired USB Mouse, Ambidextrous, 5-Buttons, Upto 2400 DPI with 4 Levels DPI Switch, 7-Colour R...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ROx1hBZyL._AC_UL320_.jpg,https://www.amazon.in/Lenovo-M200-WW-GX30P93886-Mouse-Black/dp/B076GZ3CFC/ref=sr_1_1383?qid=1679133736&s=electronics&sr=1-1383,4.4,"4,427",₹799,"₹2,114",1380
"Seagate One Touch 2TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Service...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81SPZuHcejL._AC_UL320_.jpg,https://www.amazon.in/Seagate-Touch-External-Password-Protection/dp/B094QZLJQ6/ref=sr_1_592?qid=1679133686&s=electronics&sr=1-592,4.5,"28,685","₹5,799","₹8,999",590
MC SID Razz Harry Potter Pack of 6 New Magnetic Bookmarks | Gift for Readers and Book Lovers| Girlfriends/Boyfriends Gift...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/91TJ69InUbS._AC_UL320_.jpg,https://www.amazon.in/MC-SID-RAZZ-Girlfriends-Boyfriends/dp/B07PFDN6D4/ref=sr_1_6943?qid=1679134082&s=electronics&sr=1-6943,4.2,"1,368",₹299,₹499,6941
Sounce Telescope Zoom 90X HD Focus Astronomical Refractor with Portable Tripod Stand. High-Power Telescope and Beginners t...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51lfnYbPbWL._AC_UL320_.jpg,https://www.amazon.in/Sounce-Telescope-Astronomical-Refractor-High-Power/dp/B0BSTZQ1Y6/ref=sr_1_7457?qid=1679134112&s=electronics&sr=1-7457,1.7,8,"₹1,499","₹3,499",7455
URBN Micro USB 3.4 Amp | 20W Fast Charging Cable | Unbreakable Rugged & Nylon Braided | Quick Charge (QC) Compatible | Mad...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71H0vEiyGFL._AC_UL320_.jpg,https://www.amazon.in/URBN-Charging-Unbreakable-Braided-Compatible/dp/B0BN3WXQ54/ref=sr_1_1906?qid=1679133771&s=electronics&sr=1-1906,4.0,71,₹79,₹499,1904
"Fast Charger for All Vivo Mobile Y21L Y51L V7 Y6 VIVO V11 PRO V11 PRO Vivo V5 Vivo V15 Pro, V7 Plus, Y81, Y93, Z1 Pro, S1,...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61WAVluIpPL._AC_UL320_.jpg,https://www.amazon.in/bArrett-Charger-Compatible-Smartphone-Charging/dp/B08F3T4JZ2/ref=sr_1_4280?qid=1679133921&s=electronics&sr=1-4280,3.4,550,₹359,₹799,4278
Lapster rj45 connector Coupler Cat7/Cat6/Cat5e Ethernet Network lan connector,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/714JY12CmjL._AC_UL320_.jpg,https://www.amazon.in/Lapster-connector-Coupler-Ethernet-Network/dp/B09VT5CH8C/ref=sr_1_1945?qid=1679133772&s=electronics&sr=1-1945,4.2,357,₹106,₹999,1940
"Noise Fit Halo with Leather Strap, Bluetooth Calling Round Dial Smart Watch, 1.43"" AMOLED Display, Premium Metallic Build,...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71985jPzXIL._AC_UL320_.jpg,https://www.amazon.in/Noise-Leather-Bluetooth-Metallic-Suite-Classic/dp/B0BN1X7ZVT/ref=sr_1_1627?qid=1679133753&s=electronics&sr=1-1627,4.1,134,"₹4,499","₹7,999",1625
"Vox V11 Keypad Mobile with King Talker, Auto Call Recording & Contact Icon (1.8 Inch, Dual Sim Multimedia) (Red)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/517GtXmCHNL._AC_UL320_.jpg,https://www.amazon.in/Vox-V11-Recording-Contact-Multimedia/dp/B0BNDJ5VRF/ref=sr_1_8883?qid=1679134196&s=electronics&sr=1-8883,2.2,34,₹704,₹999,8881
Kingston DataTraveler Exodia DTX/64 GB Pen Drive USB 3.2 Gen 1 (Multicolor),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/714gztCQMmL._AC_UL320_.jpg,https://www.amazon.in/Kingston-DataTraveler-Exodia-DTX-Flash/dp/B08JD5PV9F/ref=sr_1_4514?qid=1679133934&s=electronics&sr=1-4514,4.2,"23,277",₹479,₹700,4512
"Tribit XSound Go 16W 5.0 Bluetooth Speaker with Loud Sound & Rich Bass, 24H Playtime, IPX7 Waterproof, Wireless Stereo Pai...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71BJbii7jlL._AC_UL320_.jpg,https://www.amazon.in/Bluetooth-Tribit-Upgraded-Portable-Waterproof/dp/B078S4P3J9/ref=sr_1_533?qid=1679133681&s=electronics&sr=1-533,4.4,"5,487","₹2,699","₹3,499",528
"Luxor 4 Subject Single Ruled Notebook - Size - 10.8x14.0 cm, 70 GSM, 240 Pages","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71dnzUm6VvL._AC_UL320_.jpg,https://www.amazon.in/Luxor-Subject-Single-Pocket-Notebook/dp/B00LHZW10Y/ref=sr_1_5256?qid=1679133979&s=electronics&sr=1-5256,3.8,"1,748",,₹115,5254
"Noise ColorFit Ultra 2 Buzz 1.78"" AMOLED Bluetooth Calling Watch with 368 * 448px Always On Display, Premium Metallic Fini...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61jFUjF71kL._AC_UL320_.jpg,https://www.amazon.in/Noise-ColorFit-Bluetooth-Calling-Metallic/dp/B0B2X35B1K/ref=sr_1_769?qid=1679133696&s=electronics&sr=1-769,4.1,"9,299","₹3,299","₹6,999",767
"Amozo Liquid Silicon Shockproof, Camera Protection, with Fabric Lining Back Case Cover for OnePlus Nord CE 5G (Silicon | B...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51ZAd4ELLXL._AC_UL320_.jpg,https://www.amazon.in/Amozo-Back-Cover-Silicone-Black/dp/B099S9DPX7/ref=sr_1_8593?qid=1679134179&s=electronics&sr=1-8593,4.2,"2,402",₹284,₹999,8591
Hello Zone Exclusive Matte Finish Soft Back Case Cover for Nokia 7.2 - Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/616mEbr8t7S._AC_UL320_.jpg,https://www.amazon.in/Hello-Exclusive-Finish-Nokia-7-2/dp/B07YTRJG1W/ref=sr_1_9132?qid=1679134211&s=electronics&sr=1-9132,4.0,400,,₹149,9130
Robustrion Deer Pattern Flip Stand Case Cover for Samsung Galaxy Tab A8 10.5 inch [SM-X200/X205/X207] 2022 - Dark Green,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51dizIKTP+L._AC_UL320_.jpg,https://www.amazon.in/Robustrion-Pattern-Samsung-Galaxy-SM-X200/dp/B0BDV7SXRM/ref=sr_1_9306?qid=1679134220&s=electronics&sr=1-9306,4.5,956,₹549,"₹1,999",9301
FF&D F3800X 160 W 5.1 Channel Bluetooth Home Audio Speaker & Home Theater System,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61sBjXCsMJL._AC_UL320_.jpg,https://www.amazon.in/F-D-F3800X-5-1-Speaker/dp/B01I054Y94/ref=sr_1_6924?qid=1679134081&s=electronics&sr=1-6924,4.2,"4,145","₹7,490","₹10,990",6921
Farrow Quinch X1 High Definition Pen Camcorder with Free 32 GB Micro SD Card + C Type OTG & Card Reader Wireless Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31kiEprQaVL._AC_UL320_.jpg,https://www.amazon.in/Quinch-Definition-Camcorder-Micro-Reader/dp/B09RT6N99K/ref=sr_1_8886?qid=1679134196&s=electronics&sr=1-8886,3.8,129,"₹2,499","₹7,999",8884
"SPYKART 2022 Rearview Mirror Phone Holder for Car, Multifunctional Rearview Mirror Phone Holder, Universal 360° Car Rearvi...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61JUteQ+wYL._AC_UL320_.jpg,https://www.amazon.in/SPYKART-Rearview-Mirror-Multifunctional-Universal/dp/B0B2PF953Q/ref=sr_1_7441?qid=1679134111&s=electronics&sr=1-7441,2.9,130,₹299,"₹1,199",7436
"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voic...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71K6mroOBJL._AC_UL320_.jpg,https://www.amazon.in/Infinity-Fuze-Pint-Portable-Wireless/dp/B07W6VWZ8C/ref=sr_1_351?qid=1679133669&s=electronics&sr=1-351,4.1,"31,100",₹899,"₹1,999",349
CEDO Hard Plastic Case OnePlus Nord Ce 2 Lite (5G) | Rotating Ring Holder & Kickstand in-Built | Military Grade Armor | Bu...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71AAAD-z5eL._AC_UL320_.jpg,https://www.amazon.in/CEDO-OnePlus-Nord-Lite-5G/dp/B0B3DZYXPY/ref=sr_1_7592?qid=1679134120&s=electronics&sr=1-7592,4.0,114,₹299,₹999,7589
"DIGITEK® (DBSK-009FT) Studio Background Stand Kit for Backdrop Photography and Videography, Portable and Foldable Stand Ki...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61Lb858zSXL._AC_UL320_.jpg,https://www.amazon.in/Digitek%C2%AE-Background-Portable-Foldable-DBSK-009FT/dp/B08HJDY7H8/ref=sr_1_2935?qid=1679133837&s=electronics&sr=1-2935,4.3,"6,445","₹1,999","₹2,995",2933
"JBL Tune 700BT by Harman, 27-Hours Playtime with Quick Charging, Wireless Over Ear Headphones with Mic, Dual Pairing, AUX...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71wslpNyYpL._AC_UL320_.jpg,https://www.amazon.in/JBL-Over-Ear-Headphones-Multi-Point-Connection/dp/B08145ZW8Y/ref=sr_1_8815?qid=1679134193&s=electronics&sr=1-8815,3.9,"2,853","₹3,699","₹5,499",8813
"JIYAMART Foldable Wooden Laptop Bed Tray Table, Multifunction Lap Tablet Desk with Cup Holder, Perfect for Eating Breakfas...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/511+BAZBmZL._AC_UL320_.jpg,https://www.amazon.in/JIYAMART-Foldable-Multifunction-Breakfast-Watching/dp/B0BWDK1CRG/ref=sr_1_4357?qid=1679133925&s=electronics&sr=1-4357,4.8,13,₹399,₹799,4355
"Cosmic Byte CB-GK-21 Themis 61 Key Mechanical Per Key RGB Gaming Keyboard with Outemu Blue Switches and Software (Black, U...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71utzsmU6qL._AC_UL320_.jpg,https://www.amazon.in/Cosmic-Byte-CB-GK-21-Themis-Mechanical/dp/B09SH9PS1G/ref=sr_1_9429?qid=1679134227&s=electronics&sr=1-9429,4.4,328,"₹2,149","₹2,499",9427
"FEDUS 12V 1.5A DC Power Adapter, Powers Supply, SMPS for LCD Monitor, TV, LED Strip, CCTV, 12 Volt 1.5 Amp Power Adapter,A...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31Uc62ar3BL._AC_UL320_.jpg,https://www.amazon.in/FEDUS%C2%AE-Adapter-Powers-Monitor-100-240V/dp/B08DM69JXV/ref=sr_1_8107?qid=1679134151&s=electronics&sr=1-8107,4.1,484,₹398,₹439,8105
brittle Media Streaming WiFi Display Dongle USB WiFi Adaptors/Dongle with HDMI-USB Output for All LCD | LED | Smart TV,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61klUr7fWLL._AC_UL320_.jpg,https://www.amazon.in/brittle-Streaming-Dongle-Adaptors-HDMI-USB/dp/B0BSCF6HM1/ref=sr_1_8644?qid=1679134183&s=electronics&sr=1-8644,3.3,4,₹999,"₹2,999",8642
S CREATION SCMEBE Writing Pad/Tablet/Tab Portable 8.5 inches LCD E-Writer Electronic Paperless Digital LCD Writing Pad Tab...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61Pg1H7U15L._AC_UL320_.jpg,https://www.amazon.in/Portable-Writer-Electronic-Writing-Paperless/dp/B08XZ6NG6F/ref=sr_1_4539?qid=1679133937&s=electronics&sr=1-4539,3.5,69,₹155,₹299,4537
"ProElite Smart Deer Flip case Cover for Samsung Galaxy Tab A7 Lite 8.7"" SM-T220/T225, Wine Red","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51jfkQgvGkS._AC_UL320_.jpg,https://www.amazon.in/ProElite-Cover-Samsung-Galaxy-SM-T220/dp/B096FQLQ3R/ref=sr_1_3310?qid=1679133860&s=electronics&sr=1-3310,4.4,"2,076",₹499,"₹1,999",3305
"Sounce Earphone Case Cover for Boat Airdopes 131, Soft Silicone Skin Case Cover Shock-Absorbing Protective Case with Keych...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51XYz7kKA8L._AC_UL320_.jpg,https://www.amazon.in/Sounce-Earphone-Airdopes-Shock-Absorbing-Protective/dp/B0BPYKN8M8/ref=sr_1_6287?qid=1679134043&s=electronics&sr=1-6287,4.6,83,₹199,₹999,6285
"Ambrane 27000mAh Power Bank, 20W Fast Charging, Triple Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Mult...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51WvzIRwLVS._AC_UL320_.jpg,https://www.amazon.in/Ambrane-Multi-Layer-Protection-Li-Polymer-Stylo/dp/B098QV28F7/ref=sr_1_901?qid=1679133705&s=electronics&sr=1-901,4.1,"3,638","₹2,250","₹2,999",898
Amazon Brand - Solimo Back Cover for Samsung Galaxy S20 FE (Silicone | Transparent),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61gsV4fDDrL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Shockproof-Cushioned-Transparent/dp/B08S827MK2/ref=sr_1_8091?qid=1679134151&s=electronics&sr=1-8091,3.9,155,₹139,₹399,8089
"Sony WI-C200 Wireless Headphones with 15 Hrs Battery Life, Quick Charge, Magnetic Earbuds for Tangle Free Carrying, BT ver...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ECm9HL6FL._AC_UL320_.jpg,https://www.amazon.in/Sony-WI-C200-Wireless-Neck-Band-Headphones/dp/B07S13PJ3W/ref=sr_1_2381?qid=1679133802&s=electronics&sr=1-2381,4.0,"47,717","₹1,899","₹2,990",2378
"Seagate Ultra Touch 2 TB External Hard Drive Portable HDD USB-C USB 3.0, 1yr Mylio Create, 4 Months Adobe CC Photography P...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81D5RHHfotL._AC_UL320_.jpg,https://www.amazon.in/Seagate-Backup-Ultra-External-Portable/dp/B07LGNHNJ9/ref=sr_1_4270?qid=1679133919&s=electronics&sr=1-4270,4.5,"28,685","₹5,985","₹9,499",4265
"realme narzo 50 (Speed Black, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81X85GWtYHL._AC_UL320_.jpg,https://www.amazon.in/realme-Storage-Processor-Triple-Display/dp/B09RMG1M98/ref=sr_1_2570?qid=1679133813&s=electronics&sr=1-2570,4.2,"14,876","₹12,999","₹15,999",2565
